"","Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type","YOB","Sale_preds_reg"
"3971","DRF01",5.655,"Low Fat",0.293048379,"Soft Drinks",145.5102,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,493.888896772809
"3972","FDV36",18.7,"Low Fat",0.026302004,"Baking Goods",126.502,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2036.07254183126
"3973","DRI59",9.5,"Low Fat",0.040800688,"Hard Drinks",223.5088,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,3576.24443085898
"3974","FDV03",17.6,"Low Fat",0.058327908,"Meat",156.5314,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,2215.70853680766
"3975","FDO39",6.985,"Regular",0,"Meat",182.9608,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,3247.70166754211
"3976","NCB07",19.2,"Low Fat",0.077823282,"Household",197.811,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,2813.28368723029
"3977","FDH38",12.5,"Low Fat",0.010387683,"Canned",115.9808,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,3353.82539272024
"3978","FDZ13",7.84,"Regular",0.153465955,"Canned",49.435,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,1016.53060980455
"3979","NCZ30",6.59,"Low Fat",0.026184983,"Household",122.3098,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,1937.61309987446
"3980","NCA06",20.5,"Low Fat",0.143256515,"Household",35.419,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,685.809286313923
"3981","FDB04",11.35,"Regular",0.063324606,"Dairy",86.7856,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1510.90632735377
"3982","FDN50",16.85,"Regular",0.026497757,"Canned",93.012,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,1616.4116248627
"3983","NCG06",16.35,"Low Fat",0.02949114,"Household",256.7646,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,4121.55663084637
"3984","NCY17",18.2,"Low Fat",0.163760524,"Health and Hygiene",45.0086,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,437.981760475619
"3985","FDC23",18,"Low Fat",0.017906203,"Starchy Foods",178.7686,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2876.91760563434
"3986","FDK33",17.85,"Low Fat",0.011252718,"Snack Foods",212.256,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,3461.84605356436
"3987","FDR03",15.7,"Regular",0.008749518,"Meat",208.198,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,3455.17580955242
"3988","FDZ07",15.1,"Regular",0.094081729,"Fruits and Vegetables",63.1194,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,1206.28969566829
"3989","FDO38",17.25,"Low Fat",0.072778438,"Canned",78.4986,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,1331.46959850433
"3990","FDS59",14.8,"Regular",0.043893446,"Breads",108.157,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,1796.38387603616
"3991","DRM11",12.5,"Low Fat",0.115679302,"Hard Drinks",260.1278,"OUT019",1985,"Small","Tier 1","Grocery Store",34,2202.3848417351
"3992","FDX52",12.5,"Regular",0.041799167,"Frozen Foods",194.382,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,4556.05887551854
"3993","DRJ35",10.1,"Low Fat",0.046774318,"Hard Drinks",59.3878,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,711.969868651905
"3994","NCP53",14.75,"Low Fat",0.032890347,"Health and Hygiene",239.3906,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,3782.19951390582
"3995","FDW15",12.5,"Regular",0.096496792,"Meat",148.8734,"OUT019",1985,"Small","Tier 1","Grocery Store",34,520.666383700459
"3996","DRI47",14.7,"Low Fat",0.020962606,"Hard Drinks",143.7128,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2408.15406559458
"3997","DRZ11",8.85,"Regular",0.11264364,"Soft Drinks",123.0388,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,2120.45649469379
"3998","FDS02",10.195,"Regular",0.14574596,"Dairy",196.2794,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,3123.69033188992
"3999","DRD49",9.895,"Low Fat",0.168514737,"Soft Drinks",238.1564,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,3429.18040712015
"4000","FDW38",5.325,"Regular",0.138895605,"Dairy",52.4298,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,956.119346386935
"4001","FDR21",12.5,"Low Fat",0.117195348,"Snack Foods",178.037,"OUT019",1985,"Small","Tier 1","Grocery Store",34,913.571882308829
"4002","FDE40",15.6,"Regular",0.099061255,"Dairy",63.7194,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,1072.20484426124
"4003","FDI02",15.7,"Regular",0.114797434,"Canned",110.8202,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,1937.44786187077
"4004","FDQ04",6.4,"Low Fat",0,"Frozen Foods",39.5796,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,770.810145963976
"4005","FDY14",10.3,"Low Fat",0.07043637,"Dairy",265.3226,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,4421.39833917382
"4006","NCT54",8.695,"Low Fat",0.119535605,"Household",96.6094,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,1507.99981826913
"4007","DRD25",6.135,"Low Fat",0.079418753,"Soft Drinks",111.886,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,2045.9473883546
"4008","DRE01",10.1,"Low Fat",0.167494193,"Soft Drinks",241.8512,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,3865.12382795547
"4009","FDJ12",8.895,"Regular",0.065346821,"Baking Goods",209.2296,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,1626.60425842636
"4010","NCZ05",8.485,"Low Fat",0.058222587,"Health and Hygiene",103.799,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1764.67854882453
"4011","DRB25",12.5,"Low Fat",0.121615007,"Soft Drinks",108.7938,"OUT019",1985,"Small","Tier 1","Grocery Store",34,-182.51014424345
"4012","NCC31",8.02,"Low Fat",0.01991076,"Household",157.1972,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2582.78534739681
"4013","FDM16",8.155,"Regular",0.03362345,"Frozen Foods",75.5354,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,1363.92202249676
"4014","DRG11",6.385,"Low Fat",0.083968636,"Hard Drinks",105.9596,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1801.79839528387
"4015","FDV24",12.5,"Low Fat",0.102772236,"Baking Goods",148.705,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,3809.53836166179
"4016","FDV43",16,"Low Fat",0.076855628,"Fruits and Vegetables",44.5086,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,775.754822410358
"4017","FDG05",11,"Regular",0.088204994,"Frozen Foods",155.163,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,2206.81196787775
"4018","FDV23",11,"Low Fat",0,"Breads",123.9046,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,277.459929877264
"4019","FDI58",7.64,"Regular",0.070992494,"Snack Foods",92.012,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,1247.47648154767
"4020","FDQ11",5.695,"Regular",0.06808387,"Breads",257.9988,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,4401.1304906816
"4021","FDC05",12.5,"Regular",0.098306217,"Frozen Foods",197.4768,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,4586.9273061353
"4022","FDF40",20.25,"Regular",0.022493399,"Dairy",247.8092,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,3958.32740385108
"4023","FDU02",13.35,"Low Fat",0.102929093,"Dairy",227.9352,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,3275.27697171099
"4024","FDT32",19,"Regular",0.065579315,"Fruits and Vegetables",186.5214,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,3063.2477069083
"4025","NCF06",6.235,"Low Fat",0.020312604,"Household",260.9962,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,4373.54660892168
"4026","FDT46",11.35,"Low Fat",0,"Snack Foods",51.3008,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,896.942645997108
"4027","FDR58",6.675,"Low Fat",0.070167934,"Snack Foods",91.5462,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,-261.169524497405
"4028","FDY04",17.7,"Regular",0.042476445,"Frozen Foods",162.321,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2606.05968443585
"4029","FDT58",9,"Low Fat",0.086129035,"Snack Foods",166.8816,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2740.90055174036
"4030","FDE46",18.6,"Low Fat",0.015794211,"Snack Foods",152.0366,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,2522.87265183916
"4031","DRH11",5.98,"Low Fat",0.075985352,"Hard Drinks",56.0614,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1206.10564025271
"4032","DRI51",17.25,"Low Fat",0.04224163,"Dairy",171.0764,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2684.20638450363
"4033","FDC35",7.435,"Low Fat",0.123532514,"Starchy Foods",205.6638,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,3544.03016592497
"4034","FDP45",15.7,"Regular",0.030619053,"Snack Foods",252.4724,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,4173.60187511432
"4035","FDC45",17,"Low Fat",0,"Fruits and Vegetables",169.1106,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,3013.53614179383
"4036","FDU01",20.25,"Regular",0.012019598,"Canned",184.0924,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,3106.9680488217
"4037","FDJ53",10.5,"Low Fat",0.119271136,"Frozen Foods",121.0098,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,163.887037547333
"4038","FDJ46",11.1,"Low Fat",0.045076978,"Snack Foods",173.6054,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,3031.59652048182
"4039","FDX07",19.2,"Regular",0.022899739,"Fruits and Vegetables",185.095,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,3054.01177401615
"4040","NCI30",20.25,"Low Fat",0.059027151,"Household",248.046,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,3974.86472827712
"4041","FDE47",12.5,"Low Fat",0.037725174,"Starchy Foods",123.9046,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,3467.96356927566
"4042","FDV48",9.195,"Regular",0,"Baking Goods",78.2644,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,1443.88539574202
"4043","FDN16",12.5,"Regular",0.109780112,"Frozen Foods",102.599,"OUT019",1985,"Small","Tier 1","Grocery Store",34,-230.051300081519
"4044","FDM52",15.1,"Low Fat",0.025971792,"Frozen Foods",146.2076,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2347.62233762274
"4045","FDA32",12.5,"Low Fat",0.02994846,"Fruits and Vegetables",217.3192,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,4929.56243679169
"4046","FDH05",14.35,"Regular",0.091427887,"Frozen Foods",231.6984,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,3948.04931122003
"4047","FDW25",5.175,"Low Fat",0.06259818,"Canned",87.1224,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,-290.458901395867
"4048","FDQ09",7.235,"Low Fat",0.058132207,"Snack Foods",114.0834,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,1827.63782938027
"4049","NCM17",7.93,"Low Fat",0.119066863,"Health and Hygiene",45.9086,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,-986.599458423085
"4050","DRM59",5.88,"Low Fat",0.003592093,"Hard Drinks",154.1998,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2480.10722598642
"4051","FDV47",12.5,"Low Fat",0.053945046,"Breads",83.8566,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,2819.77728584189
"4052","DRE15",13.35,"Low Fat",0.017782033,"Dairy",74.2012,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,1329.29451215367
"4053","FDS25",6.885,"Regular",0.234345616,"Canned",108.9228,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,40.0933484652244
"4054","NCZ05",8.485,"Low Fat",0.058369013,"Health and Hygiene",104.499,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,1400.98901281513
"4055","NCV05",12.5,"Low Fat",0.052891202,"Health and Hygiene",154.7656,"OUT019",1985,"Small","Tier 1","Grocery Store",34,571.51359804398
"4056","DRM37",15.35,"Low Fat",0.096397813,"Soft Drinks",196.5768,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,3078.61920142354
"4057","FDV58",12.5,"Low Fat",0.120663214,"Snack Foods",194.2452,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,4501.62691491226
"4058","FDN22",12.5,"Regular",0,"Snack Foods",252.6724,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,5492.5746923655
"4059","NCO06",19.25,"Low Fat",0.108198392,"Household",32.4558,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,605.045329323852
"4060","FDT56",12.5,"Regular",0.202387387,"Fruits and Vegetables",59.5246,"OUT019",1985,"Small","Tier 1","Grocery Store",34,-871.173211308517
"4061","FDM02",12.5,"Regular",0.073673697,"Canned",88.1198,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,1528.02126732324
"4062","FDA09",13.35,"Regular",0.149366403,"Snack Foods",180.566,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2876.01650533264
"4063","NCC06",19,"Low Fat",0.026981264,"Household",126.5336,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,2140.18900570132
"4064","NCL54",12.6,"Low Fat",0.082882475,"Household",176.1054,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,2851.78569272247
"4065","NCB55",15.7,"Low Fat",0.161571797,"Household",59.2562,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1185.82856613889
"4066","FDB12",11.15,"Regular",0.105903322,"Baking Goods",105.1648,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,2003.6842525289
"4067","NCA54",16.5,"Low Fat",0.036698564,"Household",178.9318,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,2907.9483223376
"4068","NCS38",8.6,"Low Fat",0.090331655,"Household",115.8176,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1913.2471619938
"4069","FDC02",21.35,"Low Fat",0.068929478,"Canned",259.6278,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,4216.17464844047
"4070","FDK44",12.5,"Low Fat",0.214004545,"Fruits and Vegetables",173.6738,"OUT019",1985,"Small","Tier 1","Grocery Store",34,857.096869407047
"4071","FDE16",8.895,"Low Fat",0.026338733,"Frozen Foods",207.2954,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,3414.00055529002
"4072","NCS05",11.5,"Low Fat",0.020974105,"Health and Hygiene",132.3942,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,2265.60304445764
"4073","FDZ59",6.63,"Regular",0.104232541,"Baking Goods",166.75,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2790.38886491818
"4074","FDI20",19.1,"Low Fat",0.038781892,"Fruits and Vegetables",212.8586,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,3681.4672777288
"4075","FDQ14",9.27,"Low Fat",0.06178729,"Dairy",150.805,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2366.75012207674
"4076","FDF53",20.75,"Regular",0.084079477,"Frozen Foods",181.2318,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,3161.65788063256
"4077","FDW25",5.175,"Low Fat",0.037610496,"Canned",85.0224,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1694.71580331486
"4078","NCQ43",17.75,"Low Fat",0.186296103,"Others",108.1912,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,-53.7467958112843
"4079","FDX52",11.5,"Regular",0.041967613,"Frozen Foods",192.282,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,3106.30140370372
"4080","FDE28",9.5,"Regular",0.132815802,"Frozen Foods",228.3668,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,3711.42734247577
"4081","FDN15",17.5,"Low Fat",0.016828712,"Meat",138.418,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,2499.33325980454
"4082","FDO28",5.765,"Low Fat",0.072707309,"Frozen Foods",119.3098,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,2164.27324668409
"4083","FDQ33",13.35,"Low Fat",0.091392132,"Snack Foods",151.1708,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2492.59116222826
"4084","FDM22",14,"Regular",0.070228698,"Snack Foods",54.264,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,-800.403133750133
"4085","FDJ03",12.35,"Regular",0.072804407,"Dairy",48.5692,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1090.96752073479
"4086","FDI16",14,"Regular",0.136051058,"Frozen Foods",53.564,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,987.684101971247
"4087","FDI09",12.5,"Regular",0.128711271,"Seafood",240.488,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,5457.84652854703
"4088","FDX55",15.1,"Low Fat",0.055159959,"Fruits and Vegetables",217.8166,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,3510.75230975849
"4089","FDS23",12.5,"Low Fat",0.140206849,"Breads",128.1994,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,3483.48841517107
"4090","DRC12",17.85,"Low Fat",0.037903586,"Soft Drinks",191.7188,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,3120.67225495735
"4091","FDH41",9,"Low Fat",0,"Frozen Foods",215.8534,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,3509.19265236748
"4092","FDN01",8.895,"Low Fat",0.072338526,"Breakfast",174.837,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2816.66065701363
"4093","FDV55",17.75,"Low Fat",0.05518512,"Fruits and Vegetables",143.7444,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2426.945235316
"4094","NCJ19",18.6,"Low Fat",0.118081664,"Others",56.3588,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,925.360844251836
"4095","NCY29",13.65,"Low Fat",0.129274071,"Health and Hygiene",55.993,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,-835.655763364433
"4096","FDP03",5.15,"Regular",0.061426289,"Meat",122.7388,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,1739.80197854457
"4097","FDZ52",19.2,"Low Fat",0.100277478,"Frozen Foods",110.4886,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,1837.24711456477
"4098","FDH31",12,"Regular",0,"Meat",101.2042,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,-37.4233989607656
"4099","FDQ19",7.35,"Regular",0.014423645,"Fruits and Vegetables",241.3512,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,3630.19535441457
"4100","FDS15",9.195,"Regular",0.07804584,"Meat",105.8596,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,1890.531803306
"4101","FDN32",17.5,"Low Fat",0.015648384,"Fruits and Vegetables",182.5266,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,3217.29049408517
"4102","FDH32",12.8,"Low Fat",0.07617829,"Fruits and Vegetables",98.541,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1715.80789689704
"4103","FDF33",7.97,"Low Fat",0.021657301,"Seafood",109.5596,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,2237.88054924005
"4104","FDJ22",18.75,"Low Fat",0.052810244,"Snack Foods",190.3504,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,3010.43224640737
"4105","FDG56",13.3,"Regular",0.119596939,"Fruits and Vegetables",62.4536,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,-646.642958789028
"4106","FDC05",13.1,"Regular",0.098784586,"Frozen Foods",195.8768,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,3113.37331340883
"4107","FDK09",15.2,"Low Fat",0.091686939,"Snack Foods",227.4352,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,3608.15425937545
"4108","NCV29",11.8,"Low Fat",0.022889828,"Health and Hygiene",176.6686,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2911.60197128768
"4109","NCC43",12.5,"Low Fat",0.162450872,"Household",250.5066,"OUT019",1985,"Small","Tier 1","Grocery Store",34,1999.42047299372
"4110","NCA42",6.965,"Low Fat",0.028592968,"Household",156.7604,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,2570.16813333182
"4111","FDC10",9.8,"Regular",0.072877673,"Snack Foods",118.5098,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,1935.42264559976
"4112","FDC16",11.5,"Regular",0.020552693,"Dairy",87.654,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,1470.79711934153
"4113","NCL17",7.39,"Low Fat",0.067723308,"Health and Hygiene",140.6812,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2269.68485457085
"4114","FDA51",8.05,"Regular",0.164648458,"Dairy",114.3518,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,1956.57666038125
"4115","FDW01",14.5,"Low Fat",0.06442287,"Canned",152.4682,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,2731.4896900598
"4116","NCF30",17,"Low Fat",0.126500085,"Household",127.8362,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2088.69077441582
"4117","FDN49",17.25,"Regular",0.125120258,"Breakfast",41.848,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,771.268126804264
"4118","FDY20",12.5,"Regular",0.081918557,"Fruits and Vegetables",89.8488,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,1627.31542217352
"4119","FDC15",18.1,"Low Fat",0.178329981,"Dairy",156.5288,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2516.72758206931
"4120","FDY24",4.88,"Regular",0.133493205,"Baking Goods",53.3298,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,916.120622659653
"4121","NCG43",20.2,"Low Fat",0,"Household",94.4462,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1780.68991420527
"4122","FDA48",12.1,"Low Fat",0.114778465,"Baking Goods",223.0114,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,3544.98294158089
"4123","NCF55",6.675,"Low Fat",0.021788889,"Household",36.7874,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,883.469116520491
"4124","FDL38",13.8,"Regular",0.014756014,"Canned",89.7172,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1636.90347566464
"4125","NCQ29",12,"Low Fat",0.104654725,"Health and Hygiene",258.7278,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,3785.34521022496
"4126","FDC34",16,"Regular",0.173736289,"Snack Foods",156.7972,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,2772.86015112118
"4127","FDP36",12.5,"Regular",0,"Baking Goods",51.9008,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,2379.11394390862
"4128","FDN50",16.85,"Regular",0,"Canned",93.712,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,-129.915939790106
"4129","FDO23",17.85,"Low Fat",0.146655006,"Breads",94.4436,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1602.59032832295
"4130","FDT56",16,"Regular",0.115496216,"Fruits and Vegetables",58.2246,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,1052.76995368824
"4131","FDT13",12.5,"Low Fat",0.018481707,"Canned",188.5214,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,4480.31103053519
"4132","FDZ03",13.65,"Regular",0.07872111,"Dairy",187.624,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,3007.76268101586
"4133","FDQ03",15,"Regular",0.13057987,"Meat",235.4248,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,2009.9984041465
"4134","FDU44",12.15,"Regular",0.058544215,"Fruits and Vegetables",161.5552,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2750.62662193401
"4135","FDD03",13.3,"Low Fat",0.079930344,"Dairy",231.03,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,3705.04583917432
"4136","NCH30",17.1,"Low Fat",0.067098169,"Household",112.286,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,1794.47894643857
"4137","FDS60",20.85,"Low Fat",0.054312176,"Baking Goods",179.766,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,1120.72077838844
"4138","FDG08",13.15,"Regular",0.165359325,"Fruits and Vegetables",171.6764,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2773.93434028581
"4139","FDX38",10.5,"Regular",0.048479695,"Dairy",47.5376,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1083.2888256565
"4140","FDD22",10,"Low Fat",0.100213353,"Snack Foods",113.5544,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,2080.68773127984
"4141","FDW51",6.155,"Regular",0.094581098,"Meat",211.456,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,3417.76843790098
"4142","FDL09",19.6,"Regular",0.128760294,"Snack Foods",169.4816,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,2982.22588666589
"4143","FDZ60",20.5,"Low Fat",0.11960388,"Baking Goods",107.9596,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,1819.04075205275
"4144","NCH07",13.15,"Low Fat",0.092667032,"Household",159.1604,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2487.47626148051
"4145","NCQ41",14.8,"Low Fat",0.019510678,"Health and Hygiene",196.9794,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,3223.5357198855
"4146","FDW04",8.985,"Regular",0.057917007,"Frozen Foods",128.131,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,2170.93137311186
"4147","FDI08",12.5,"Regular",0.065976009,"Fruits and Vegetables",249.0092,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,5456.43180077031
"4148","FDR19",12.5,"Regular",0.279650277,"Fruits and Vegetables",147.3102,"OUT019",1985,"Small","Tier 1","Grocery Store",34,471.401014793151
"4149","FDV13",17.35,"Regular",0.027610867,"Canned",86.0856,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,1477.34411401983
"4150","FDB52",17.75,"Low Fat",0.030607757,"Dairy",256.6672,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,4295.13642361336
"4151","FDZ48",12.5,"Low Fat",0.075591785,"Baking Goods",111.6544,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,3241.23261763668
"4152","NCO14",9.6,"Low Fat",0.029689961,"Household",45.7086,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,840.186526658898
"4153","FDZ50",12.8,"Regular",0.079010526,"Dairy",184.5608,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2960.42850774072
"4154","FDN27",12.5,"Low Fat",0.069268825,"Meat",116.9808,"OUT019",1985,"Small","Tier 1","Grocery Store",34,-12.0495916607085
